id,f_index,f_slice,f_sub,f_for,f_unaryop,f_exec,f_invert,f_dictcomp,f_param,f_bitxor,f_add,f_notin,f_call,f_comprehension,f_isnot,f_print,f_ellipsis,f_subscript,f_bitor,f_tryexcept,f_store,f_raise,f_break,f_return,f_gte,f_assert,f_tuple,f_repr,f_or,f_excepthandler,f_bitand,f_floordiv,f_arguments,f_tryfinally,f_generatorexp,f_not,f_uadd,f_delete,f_with,f_ifexp,f_mult,f_mod,f_boolop,f_rshift,f_name,f_binop,f_expr,f_setcomp,f_augassign,f_list,f_classdef,f_yield,f_set,f_while,f_continue,f_del,f_str,f_usub,f_div,f_assign,f_functiondef,f_lambda,f_and,f_extslice,f_compare,f_gt,f_keyword,f_in,f_noteq,f_attribute,f_is,f_global,f_lt,f_module,f_num,f_lte,f_pass,f_dict,f_if,f_eq,f_listcomp,f_lshift,f_pow,f_loc,expr
151,-0.000463,-9.50E-05,-0.000105,-0.000415,-0.000226,-4.50E-06,-2.00E-06,-0.500001,-0.479652,-8.00E-06,-0.000491,-3.75E-05,-0.00353,-9.95E-05,-5.75E-05,-0.0001265,-0.5000055,-0.0008915,-3.05E-05,-0.0001265,-0.002492,-0.0002175,-3.65E-05,-0.0005735,-2.35E-05,-5.05E-05,-0.0010215,-0.5000015,-0.0001435,-0.0001685,-3.85E-05,-1.65E-05,-0.486998,-1.70E-05,-2.45E-05,-0.0003535,-1.50E-06,-6.25E-05,-5.65E-05,-0.5000015,-0.0001175,-0.0004145,-0.000336,-3.00E-06,-0.002473,-0.000751,-0.4759435,-0.500006,-0.000113,-0.00092,-0.000732,-3.80E-05,-0.500003,-6.05E-05,-8.10E-05,-6.70E-05,-0.0045875,-1.20E-05,-1.70E-05,-0.001335,-0.4875415,-0.0002495,-0.000202,-0.5,-0.0009105,-8.05E-05,-0.0013005,-0.0001745,-6.85E-05,-0.007156,-0.000141,-1.95E-05,-6.80E-05,-0.0002025,-0.002024,-1.35E-05,-0.000125,-0.0003805,-0.00116,-0.0003445,-6.15E-05,-1.60E-05,-2.10E-05,13876,2
152,-0.001776,-0.0001375,-8.85E-05,-0.000326,-0.0003345,-0.500001,-0.5,-0.500001,-0.0014405,-0.5000005,-0.000881,-4.00E-05,-0.005956,-0.000142,-7.65E-05,-0.000935,-0.5000055,-0.0016745,-0.500001,-0.0001685,-0.005971,-0.000181,-6.15E-05,-0.0008015,-0.5000015,-0.5000055,-0.489559,-0.5000015,-0.0001435,-0.0001595,-0.5000015,-0.5000005,-0.0012645,-0.5000025,-0.500002,-0.0003535,-0.5000005,-0.0001245,-0.500001,-0.5000015,-0.000115,-0.0004155,-0.000281,-0.500001,-0.6158395,-0.0014745,-0.00195,-0.500006,-0.00016,-0.4923595,-0.000414,-0.500002,-0.500003,-6.85E-05,-8.10E-05,-0.0001245,-0.4254175,-0.500001,-1.70E-05,-0.0040895,-0.001128,-0.0003995,-0.000141,-0.5,-0.0005375,-0.0001035,-0.0051115,-0.0001405,-6.35E-05,-0.0068655,-0.500013,-0.500001,-8.45E-05,-0.0003025,-0.0022785,-0.5000015,-7.75E-05,-0.494747,-0.0010435,-0.000531,-7.55E-05,-0.5000015,-0.500002,-917.5,1
153,-0.486087,-0.5000085,-0.000168,-0.000415,-0.0003345,-0.5,-0.5000005,-0.500001,-0.0039225,-0.5000005,-0.000881,-0.4992475,-0.0025135,-0.0001025,-0.5000045,-0.0003465,-0.5000055,-0.484352,-0.500001,-0.0001265,-0.0015245,-0.497948,-0.500001,-0.0015045,-0.5000015,-0.5000055,-0.0008395,-0.5000015,-6.85E-05,-0.0001685,-0.5000015,-0.5000005,-0.000959,-0.5000025,-0.500002,-0.0003535,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.000436,-0.000504,-0.4975795,-0.500001,-0.0089445,-0.0007475,-0.0027545,-0.500006,-0.500015,-0.000477,-0.000339,-0.500002,-0.500003,-0.500002,-0.5000025,-0.500002,-0.016613,-0.500001,-0.000225,-0.0028625,-0.000982,-0.500004,-0.498495,-0.5,-0.001208,-0.0001595,-0.0013005,-0.0006195,-6.35E-05,-0.004442,-0.500013,-0.500001,-0.0001215,-0.0004615,-0.0022785,-6.65E-05,-0.0003755,-0.001123,-0.0019735,-0.0020125,-6.15E-05,-0.5000015,-0.499606,-258,3
154,-0.003713,-0.5000085,-0.5000145,-0.5000375,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.479652,-0.5000005,-0.5000815,-0.5000075,-0.0029765,-0.500009,-0.5000045,-0.0029655,-0.5000055,-0.0045895,-0.500001,-0.500012,-0.519656,-0.5000145,-0.500001,-0.500213,-0.5000015,-0.5000055,-0.5002025,-0.5000015,-0.500015,-0.500012,-0.5000015,-0.5000005,-0.486998,-0.5000025,-0.500002,-0.5000295,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.500005,-0.0015165,-0.5000305,-0.500001,-0.014188,-0.0007475,-0.4759435,-0.500006,-0.500015,-0.000477,-0.4968825,-0.500002,-0.500003,-0.500002,-0.5000025,-0.500002,-0.004804,-0.500001,-0.500003,-0.0040895,-0.4875415,-0.500004,-0.5000165,-0.5,-0.0016245,-0.498555,-0.500045,-0.5000295,-0.5000165,-0.428084,-0.500013,-0.500001,-0.50001,-0.495816,-0.002139,-0.5000015,-0.4988365,-0.0007485,-0.00116,-0.500209,-0.500009,-0.5000015,-0.500002,-22.75,3
155,-0.001776,-0.5000085,-0.5000145,-0.000415,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.0014405,-0.5000005,-0.0003595,-0.5000075,-0.0035295,-0.500009,-0.5000045,-0.500002,-0.5000055,-0.0016745,-0.500001,-0.000173,-0.456811,-0.5000145,-0.500001,-0.0008845,-0.5000015,-0.0037515,-0.0010125,-0.5000015,-0.500015,-0.000152,-0.5000015,-0.5000005,-0.0012115,-0.5000025,-0.500002,-0.5000295,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.500005,-0.5000185,-0.5000305,-0.500001,-0.0040535,-0.0014745,-0.004016,-0.500006,-0.500015,-0.0011515,-0.0005145,-0.500002,-0.500003,-0.500002,-0.5000025,-0.500002,-0.0071715,-0.500001,-0.500003,-0.464116,-0.0013015,-0.500004,-0.5000165,-0.5,-0.001208,-0.50001,-0.001231,-0.0006195,-0.5000165,-0.0037635,-0.500013,-0.500001,-0.50001,-0.0015485,-0.5033355,-0.5000015,-0.5000205,-0.0004045,-0.0010435,-0.4941465,-0.500009,-0.5000015,-0.500002,-40.75,2
156,-0.0012585,-0.0001565,-0.000168,-0.000729,-0.0006915,-0.500001,-0.5000005,-0.500001,-0.002564,-0.5000005,-0.004486,-3.75E-05,-0.0035295,-0.000145,-0.0001195,-0.000935,-0.5000055,-0.001217,-0.500001,-0.497804,-0.002492,-0.0006095,-0.4992395,-0.0008645,-3.30E-05,-0.5000055,-0.0010125,-0.5000015,-0.000291,-0.497562,-0.5000015,-9.60E-05,-0.000959,-0.5000025,-0.500002,-0.0006835,-0.5000005,-0.500002,-0.0001465,-0.0002415,-0.000436,-0.0015165,-0.4975795,-0.500001,-0.0040535,-0.004287,-0.002446,-0.500006,-0.000113,-0.000543,-0.000339,-0.000209,-0.500003,-4.65E-05,-0.499235,-0.500002,-0.0033635,-0.499806,-5.50E-05,-0.0040895,-0.000982,-0.500004,-0.498495,-0.5,-0.0008155,-0.498555,-0.001231,-0.00034,-0.000667,-0.004838,-0.500013,-0.000336,-6.80E-05,-0.0001595,-0.0022785,-0.5000015,-0.000125,-0.000411,-0.488161,-0.0006735,-0.0001455,-0.5000015,-0.500002,-258,1
157,-0.000779,-9.50E-05,-8.00E-05,-0.0003805,-0.000242,-1.00E-06,-1.50E-06,-5.00E-07,-0.0016615,-2.50E-06,-0.00036,-4.05E-05,-0.00353,-0.0001565,-7.90E-05,-0.0001265,-0.5000055,-0.0006325,-2.45E-05,-0.0001805,-0.00148,-0.0002785,-2.05E-05,-0.00072,-4.50E-05,-5.85E-05,-0.0011635,-0.5000015,-0.000121,-0.0002065,-1.40E-05,-2.05E-05,-0.0007895,-1.90E-05,-0.0001165,-0.0001985,-0.5000005,-3.35E-05,-0.0002085,-7.55E-05,-6.00E-05,-0.0004155,-0.000201,-0.500001,-0.0040535,-0.0007475,-0.0014555,-0.500006,-0.000113,-0.000632,-0.000414,-4.30E-05,-0.500003,-3.30E-05,-4.70E-05,-5.55E-05,-0.004804,-1.75E-05,-1.70E-05,-0.001335,-0.0006415,-7.45E-05,-0.000141,-5.00E-07,-0.0005375,-8.35E-05,-0.001181,-0.0001655,-6.85E-05,-0.0037635,-8.60E-05,-6.50E-06,-4.60E-05,-0.000144,-0.002024,-1.35E-05,-7.75E-05,-0.0007485,-0.0006895,-0.0003445,-7.85E-05,-3.00E-06,-4.00E-06,13876,2
158,-0.486087,-0.000193,-9.10E-05,-0.0013635,-0.0003915,-0.500001,-0.5000005,-0.500001,-0.0014405,-0.5000005,-0.004486,-0.5000075,-0.005956,-0.500009,-0.5000045,-0.0029655,-0.5000055,-0.484352,-0.500001,-0.000173,-0.003867,-0.0001735,-0.500001,-0.0005735,-0.5000015,-0.0001235,-0.0008395,-0.5000015,-0.000153,-0.000152,-0.0001415,-0.5000005,-0.0014225,-0.5000025,-0.500002,-0.0003535,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.0001415,-0.000429,-0.000336,-0.500001,-0.003992,-0.001359,-0.00195,-0.500006,-0.000464,-0.0011515,-0.000732,-7.65E-05,-0.500003,-4.65E-05,-0.000287,-0.500002,-0.004543,-0.500001,-0.500003,-0.005693,-0.00115,-0.500004,-0.000202,-0.5,-0.0009735,-7.80E-05,-0.483489,-0.000237,-6.85E-05,-0.0105195,-0.500013,-0.000336,-7.40E-05,-0.000826,-0.011085,-0.5000015,-0.0001075,-0.001459,-0.0008265,-0.0020125,-0.500009,-0.5000015,-0.500002,-917.5,3
159,-0.003713,-0.00018,-8.85E-05,-0.000243,-0.000226,-0.500001,-0.5000005,-0.500001,-0.0014405,-0.5000005,-0.000886,-0.0003105,-0.0035295,-0.49798,-7.90E-05,-0.0001265,-0.5000055,-0.0045895,-0.500001,-0.0001805,-0.0020165,-0.000224,-0.500001,-0.0008645,-3.30E-05,-0.0001765,-0.0010215,-0.5000015,-0.0001435,-0.0002065,-0.5000015,-0.5000005,-0.000959,-0.5000025,-0.500002,-0.0003535,-0.5000005,-0.500002,-0.500001,-4.55E-05,-0.500005,-0.0015165,-0.000288,-0.500001,-0.0045355,-0.001359,-0.0016645,-0.500006,-0.000195,-0.000259,-0.000339,-3.80E-05,-0.500003,-3.30E-05,-0.0001045,-0.500002,-0.0033635,-0.499806,-0.500003,-0.001335,-0.000982,-0.0003995,-0.000203,-0.5,-0.002213,-0.0002335,-0.001181,-0.0006195,-7.40E-05,-0.007156,-8.60E-05,-0.500001,-6.80E-05,-0.5003635,-0.0012495,-0.0001325,-0.0001075,-0.0003105,-0.0009475,-0.0020125,-0.4982495,-0.5000015,-0.500002,-258,2
160,-0.486087,-0.5000085,-0.5000145,-0.0013635,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.502377,-0.5000005,-0.5000815,-0.5000075,-0.0034845,-0.49798,-0.5000045,-0.001517,-0.5000055,-0.484352,-0.500001,-0.500012,-0.456811,-0.5000145,-0.500001,-0.500213,-0.5000015,-0.5000055,-0.000597,-0.5000015,-0.500015,-0.500012,-0.5000015,-0.5000005,-0.5025125,-0.5000025,-0.499524,-0.5000295,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.500005,-0.5000185,-0.5000305,-0.500001,-0.3363195,-0.500657,-0.004016,-0.500006,-0.500015,-0.5001585,-0.5000325,-0.500002,-0.500003,-0.500002,-0.5000025,-0.500002,-0.008982,-0.500001,-0.500003,-0.0013225,-0.5024635,-0.500004,-0.5000165,-0.5,-0.0009105,-0.50001,-0.483489,-0.5000295,-0.5000165,-0.0105195,-0.500013,-0.500001,-0.50001,-0.0015485,-0.002024,-0.5000015,-0.5000205,-0.500078,-0.5018205,-0.000531,-0.4982495,-0.5000015,-0.500002,-22.75,3
161,-0.000463,-0.5000085,-0.5000145,-0.0013635,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.502377,-0.5000005,-0.5000815,-0.5000075,-0.526964,-0.500009,-0.5000045,-0.4933935,-0.5000055,-0.001217,-0.500001,-0.497804,-0.005971,-0.5000145,-0.500001,-0.500213,-0.5000015,-0.5000055,-0.0008395,-0.5000015,-0.500015,-0.497562,-0.5000015,-0.5000005,-0.0012115,-0.5000025,-0.500002,-0.5000295,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.500005,-0.5000185,-0.0004915,-0.500001,-0.6158395,-0.500657,-0.0014555,-0.500006,-0.500015,-0.5001585,-0.5000325,-0.500002,-0.500003,-0.500002,-0.499235,-0.500002,-0.004543,-0.500001,-0.500003,-0.515802,-0.001128,-0.500004,-0.498495,-0.5,-0.4894765,-0.50001,-0.500045,-0.5000295,-0.4985245,-0.428084,-0.500013,-0.500001,-0.498777,-0.000826,-0.011085,-0.5000015,-0.5000205,-0.500078,-0.488161,-0.4941465,-0.500009,-0.5000015,-0.500002,-28.25,3
162,-0.0012585,-0.0001565,-8.00E-05,-0.000243,-0.000242,-3.50E-06,-0.5,-0.500001,-0.0016615,-2.00E-06,-0.0004905,-0.000117,-0.00348,-0.000145,-0.0003835,-0.0001265,-0.5000055,-0.0008915,-2.45E-05,-0.0001685,-0.00148,-0.000193,-7.55E-05,-0.0008645,-2.90E-05,-0.0037515,-0.0012055,-0.5000015,-0.0001445,-0.0001595,-3.85E-05,-2.05E-05,-0.0014225,-0.000149,-0.0001175,-0.0001985,-0.5000005,-0.0001245,-0.0001345,-3.05E-05,-9.15E-05,-0.000498,-0.000288,-5.50E-06,-0.0042265,-0.0007475,-0.002446,-0.500006,-0.000139,-0.000259,-0.0002235,-0.000119,-0.500003,-6.45E-05,-0.0001045,-0.0001245,-0.005297,-1.20E-05,-3.10E-05,-0.001335,-0.00115,-0.0001005,-0.000141,-0.5,-0.001208,-8.05E-05,-0.0013035,-0.00034,-7.00E-05,-0.004838,-0.4988425,-1.20E-05,-3.30E-05,-0.0001595,-0.002139,-3.15E-05,-7.75E-05,-0.000338,-0.0009475,-0.0006065,-0.0001045,-7.50E-06,-8.00E-06,-10421.5,2
163,-0.003713,-0.000528,-0.4978815,-0.4955765,-0.0003915,-0.500001,-0.499973,-0.500001,-0.001282,-0.0001415,-0.4902105,-4.30E-05,-0.00372,-0.49798,-0.0001195,-0.0029655,-0.5000055,-0.0045895,-1.25E-05,-0.000356,-0.003867,-0.000181,-0.4992395,-0.00072,-0.000111,-0.000261,-0.0011635,-0.5000015,-0.000121,-0.000377,-0.0001415,-0.499796,-0.000959,-0.5000025,-0.499524,-0.000354,-0.5000005,-0.500002,-0.500001,-0.000573,-0.4979685,-0.0004145,-0.0001635,-2.45E-05,-0.005428,-0.4859205,-0.0027545,-0.500006,-0.001377,-0.00092,-0.0005145,-0.4993745,-0.500003,-0.4988535,-4.70E-05,-0.500002,-0.519221,-9.50E-05,-0.0011915,-0.0040895,-0.0013015,-0.4989905,-0.00019,-0.5,-0.4894765,-0.0006435,-0.0018995,-0.00034,-0.000108,-0.523445,-0.000149,-1.20E-05,-0.498777,-0.0015485,-0.4659625,-0.499603,-0.0001075,-0.000338,-0.0006895,-0.0020125,-0.0009835,-4.25E-05,-0.499606,-917.5,3
164,-0.0019215,-0.5000085,-0.5000145,-0.5000375,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.0016075,-0.5000005,-0.5000815,-0.5000075,-0.0025135,-0.500009,-0.5000045,-0.4933935,-0.5000055,-0.0016745,-0.500001,-0.497804,-0.005971,-0.5000145,-0.500001,-0.0008015,-0.5000015,-0.5000055,-0.001528,-0.5000015,-0.500015,-0.497562,-0.5000015,-0.5000005,-0.0010495,-0.5000025,-0.500002,-0.5000295,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.500005,-0.4949415,-0.5000305,-0.500001,-0.014188,-0.004287,-0.004016,-0.500006,-0.500015,-0.5001585,-0.000277,-0.500002,-0.500003,-0.500002,-0.5000025,-0.500002,-0.0071715,-0.500001,-0.500003,-0.0013225,-0.0006415,-0.500004,-0.5000165,-0.5,-0.4894765,-0.50001,-0.0010665,-0.5000295,-0.5000165,-0.0057815,-0.500013,-0.500001,-0.50001,-0.0004615,-0.5033355,-0.5000015,-0.5000205,-0.500078,-0.488161,-0.4941465,-0.500009,-0.5000015,-0.500002,-28.25,3
165,-0.5007345,-0.5000085,-0.5000145,-0.5000375,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.502377,-0.5000005,-0.4902105,-0.5000075,-0.005956,-0.500009,-0.5000045,-0.4933935,-0.5000055,-0.5008275,-0.500001,-0.500012,-0.003867,-0.5000145,-0.500001,-0.500213,-0.5000015,-0.5000055,-0.5002025,-0.5000015,-0.500015,-0.500012,-0.5000015,-0.5000005,-0.5025125,-0.5000025,-0.500002,-0.5000295,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.500005,-0.5000185,-0.5000305,-0.500001,-0.014188,-0.4859205,-0.505498,-0.500006,-0.500015,-0.5001585,-0.5000325,-0.500002,-0.500003,-0.500002,-0.5000025,-0.500002,-0.4254175,-0.500001,-0.500003,-0.464116,-0.5024635,-0.500004,-0.5000165,-0.5,-0.4894765,-0.50001,-0.500045,-0.5000295,-0.5000165,-0.0105195,-0.500013,-0.500001,-0.50001,-0.495816,-0.5033355,-0.5000015,-0.5000205,-0.500078,-0.488161,-0.4941465,-0.500009,-0.5000015,-0.500002,-28.25,2
166,-0.0012585,-0.5000085,-0.5000145,-0.000648,-0.0006915,-0.500001,-0.5,-0.500001,-0.0016615,-0.5000005,-0.0008805,-0.4992475,-0.0018985,-0.0001,-7.90E-05,-0.500002,-0.5000055,-0.001217,-0.500001,-0.0001805,-0.0015245,-0.000193,-0.500001,-0.491733,-0.5000015,-0.4947115,-0.0010125,-0.5000015,-0.0001435,-0.000133,-0.5000015,-0.5000005,-0.002206,-0.5000025,-0.500002,-0.4974515,-0.5000005,-0.500002,-0.0004675,-0.5000015,-0.500005,-0.000504,-0.0002675,-0.500001,-0.0045355,-0.0014745,-0.0027545,-0.500006,-0.500015,-0.000512,-0.4968825,-0.500002,-0.500003,-0.500002,-0.5000025,-0.500002,-0.0071715,-0.500001,-0.500003,-0.0028625,-0.0021945,-0.0002495,-0.000106,-0.5,-0.002213,-8.05E-05,-0.0051115,-0.498007,-0.000108,-0.0037635,-0.00016,-0.500001,-0.50001,-0.000826,-0.0019605,-0.5000015,-9.90E-05,-0.001459,-0.0009475,-0.000586,-0.0001045,-0.5000015,-0.500002,-300.5,3
167,-0.486087,-9.50E-05,-9.10E-05,-0.000648,-0.0003345,-0.500001,-0.5,-0.500001,-0.0032065,-0.5000005,-0.004486,-0.5,-0.0034845,-0.000142,-7.90E-05,-0.0001525,-0.5000055,-0.484352,-0.500001,-0.000356,-0.519656,-0.000181,-6.15E-05,-0.491733,-0.5000015,-0.5000055,-0.001528,-0.5000015,-0.000153,-0.000377,-0.5000015,-0.5000005,-0.486998,-1.90E-05,-0.500002,-0.0003535,-0.5000005,-2.95E-05,-8.00E-05,-5.70E-05,-0.000115,-0.000429,-0.000336,-0.500001,-0.014188,-0.001359,-0.0027545,-0.500006,-0.000113,-0.4923595,-0.000339,-0.000209,-0.0002345,-0.0001685,-8.10E-05,-2.70E-05,-0.0071715,-0.500001,-0.500003,-0.515802,-0.4875415,-0.500004,-0.000202,-0.5,-0.0016245,-0.0002335,-0.0018995,-0.0001745,-0.5000165,-0.0068655,-0.0001175,-1.95E-05,-8.45E-05,-0.0001595,-0.011085,-0.5000015,-7.75E-05,-0.0003105,-0.00202,-0.0006735,-0.000121,-4.25E-05,-0.500002,-1781,2
168,-0.0012585,-0.5000085,-0.5000145,-0.5000375,-0.5000295,-0.500001,-0.5000005,-0.500001,-0.502377,-0.5000005,-0.0008805,-0.5000075,-0.526964,-0.000145,-0.5000045,-0.0001265,-0.5000055,-0.001217,-0.500001,-0.000356,-0.519656,-0.5000145,-0.500001,-0.001849,-0.5000015,-0.5000055,-0.0008395,-0.5000015,-0.500015,-0.000377,-0.5000015,-0.5000005,-0.5025125,-0.5000025,-0.500002,-0.5000295,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.500005,-0.000418,-0.0003615,-0.500001,-0.6158395,-0.0014745,-0.505498,-0.500006,-0.500015,-0.000477,-0.000277,-0.500002,-0.500003,-0.500002,-0.5000025,-0.500002,-0.4254175,-0.500001,-0.500003,-0.0040895,-0.5024635,-0.500004,-0.000248,-0.5,-0.5013515,-5.30E-05,-0.0013005,-0.000237,-0.5000165,-0.523445,-0.500013,-0.500001,-0.50001,-0.000826,-0.5033355,-0.5000015,-0.5000205,-0.001459,-0.5018205,-0.0006735,-0.0001455,-0.5000015,-0.500002,-917.5,2
169,-0.000779,-9.50E-05,-8.00E-05,-0.000243,-0.0002575,-3.50E-06,-2.00E-06,-0.500001,-0.0016075,-2.05E-05,-0.0004905,-4.00E-05,-0.00242,-0.0001,-5.75E-05,-0.00037,-0.5000055,-0.0008915,-3.05E-05,-0.0001515,-0.002492,-0.000193,-5.10E-05,-0.0005735,-3.30E-05,-0.000261,-0.002871,-2.50E-06,-6.85E-05,-0.000133,-2.25E-05,-7.50E-06,-0.0014225,-3.30E-05,-4.00E-05,-0.000202,-2.00E-06,-3.35E-05,-8.00E-05,-2.20E-05,-9.15E-05,-0.0004145,-0.000281,-1.75E-05,-0.0089445,-0.000751,-0.0014555,-0.500006,-0.000139,-0.0029875,-0.000277,-7.65E-05,-0.500003,-4.65E-05,-5.05E-05,-5.55E-05,-0.0071715,-1.20E-05,-1.70E-05,-0.0017625,-0.00115,-0.0001005,-0.000124,-1.50E-06,-0.0009735,-5.30E-05,-0.0010665,-0.0001405,-7.00E-05,-0.004838,-0.0001175,-6.50E-06,-4.60E-05,-0.0002025,-0.011085,-3.15E-05,-0.000125,-0.494747,-0.0010435,-0.000399,-0.0001045,-1.60E-05,-4.50E-06,13876,2
170,-0.001776,-0.000528,-0.000105,-0.000243,-0.000275,-1.90E-05,-0.5,-0.500001,-0.0014405,-8.50E-06,-0.0004235,-3.75E-05,-0.00348,-0.000189,-0.0001225,-0.0001525,-0.5000055,-0.0016745,-2.45E-05,-0.000356,-0.00148,-0.000224,-3.65E-05,-0.00072,-4.20E-05,-0.4947115,-0.0011635,-0.5000015,-0.0001435,-0.000377,-1.60E-05,-6.50E-06,-0.0014225,-1.70E-05,-0.0001175,-0.000278,-2.50E-06,-3.40E-05,-5.65E-05,-1.65E-05,-0.0001415,-0.000429,-0.0002675,-0.500001,-0.0045355,-0.0014745,-0.001955,-0.500006,-0.000113,-0.0029875,-0.000339,-4.35E-05,-0.500003,-3.30E-05,-2.75E-05,-4.30E-05,-0.0045875,-1.40E-05,-5.50E-05,-0.0013225,-0.00115,-5.10E-05,-0.000106,-0.5,-0.002213,-0.0001035,-0.001231,-0.000136,-6.35E-05,-0.004838,-0.4988425,-1.10E-05,-0.0001215,-0.000826,-0.011085,-6.65E-05,-8.00E-05,-0.0003105,-0.00116,-0.0020125,-0.0001455,-0.5000015,-1.00E-05,13876,1
171,-0.003713,-0.000315,-0.4978815,-0.000326,-0.000226,-0.5,-0.5000005,-0.500001,-0.001282,-4.00E-06,-0.001415,-8.15E-05,-0.002416,-9.95E-05,-7.90E-05,-0.001517,-2.15E-05,-0.0045895,-1.50E-05,-0.000173,-0.002532,-0.000181,-2.05E-05,-0.0008565,-0.000111,-0.0007925,-0.002871,-0.5000015,-9.60E-05,-0.000152,-1.60E-05,-0.5000005,-0.0012645,-2.60E-05,-2.45E-05,-0.0002355,-0.5000005,-3.35E-05,-4.25E-05,-1.65E-05,-0.4979685,-0.000429,-0.000201,-3.00E-06,-0.0040535,-0.004287,-0.001955,-0.500006,-0.000113,-0.000259,-0.0005145,-4.40E-05,-0.500003,-8.00E-05,-8.10E-05,-5.55E-05,-0.008982,-2.55E-05,-0.0011915,-0.0028625,-0.0013015,-5.10E-05,-0.00019,-0.000202,-0.0008895,-0.0006435,-0.001181,-0.000237,-0.000237,-0.005105,-0.0001275,-4.70E-05,-0.0005975,-0.0001595,-0.4659625,-6.65E-05,-0.0003755,-0.0003105,-0.0008265,-0.000531,-0.0001045,-1.60E-05,-0.000283,-10421.5,2
172,-0.001776,-0.5000085,-0.5000145,-0.5000375,-0.497352,-0.500001,-0.5000005,-0.500001,-0.0016075,-0.5000005,-0.000886,-0.5000075,-0.0018985,-0.500009,-0.5000045,-0.0029655,-0.5000055,-0.0016745,-0.500001,-0.500012,-0.002532,-0.0002785,-0.500001,-0.0008645,-0.5000015,-0.5000055,-0.0008395,-0.5000015,-0.500015,-0.500012,-0.5000015,-0.5000005,-0.0010495,-0.5000025,-0.500002,-0.4974515,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.500005,-0.5000185,-0.000281,-0.500001,-0.002473,-0.000751,-0.505498,-0.500006,-0.500015,-0.5001585,-0.000732,-0.500002,-0.500003,-0.500002,-0.5000025,-0.500002,-0.005297,-0.500001,-0.500003,-0.005693,-0.0011035,-0.500004,-0.0002745,-0.5,-0.5013515,-0.50001,-0.0051115,-0.5000295,-0.5000165,-0.0057815,-0.500013,-0.500001,-0.50001,-0.495816,-0.0012495,-0.5000015,-0.5000205,-0.001123,-0.0008265,-0.500209,-0.500009,-0.5000015,-0.500002,-28.25,3
173,-0.0020675,-0.000141,-0.5000145,-0.000648,-0.000226,-0.500001,-0.5000005,-0.500001,-0.001282,-0.5000005,-0.000491,-0.5000075,-0.4465415,-0.0001,-5.75E-05,-0.500002,-0.5000055,-0.002433,-0.500001,-0.500012,-0.0015245,-0.5000145,-0.500001,-0.001849,-0.5000015,-0.5000055,-0.0008395,-0.5000015,-0.0001435,-0.500012,-0.5000015,-0.5000005,-0.0014225,-0.000149,-0.500002,-0.0002355,-0.5000005,-0.0001245,-0.49766,-0.000573,-0.500005,-0.5000185,-0.0003615,-0.500001,-0.003992,-0.0014745,-0.4759435,-0.500006,-0.500015,-0.4923595,-0.000339,-0.500002,-0.500003,-0.500002,-0.0001275,-0.0001245,-0.016613,-0.500001,-0.500003,-0.001361,-0.0006415,-0.4989905,-0.5000165,-0.5,-0.5013515,-0.50001,-0.0051115,-0.5000295,-0.5000165,-0.007156,-0.0001345,-0.500001,-0.50001,-0.0004615,-0.5033355,-0.5000015,-0.5000205,-0.000411,-0.00202,-0.500209,-7.85E-05,-0.5000015,-0.500002,-258,2
174,-0.486087,-0.5000085,-0.000168,-0.4955765,-0.0006915,-0.500001,-0.5000005,-0.500001,-0.502377,-0.5000005,-0.0004905,-0.5000075,-0.0018985,-0.49798,-0.5000045,-0.4933935,-0.5000055,-0.484352,-0.500001,-0.500012,-0.456811,-0.0006095,-0.500001,-0.001849,-0.5000015,-0.5000055,-0.0011635,-0.5000015,-0.49888,-0.500012,-0.5000015,-0.5000005,-0.5025125,-0.5000025,-0.499524,-0.0006835,-0.5000005,-0.500002,-0.500001,-0.5000015,-0.500005,-0.0008445,-0.4975795,-0.500001,-0.003992,-0.000751,-0.505498,-0.500006,-0.001377,-0.5001585,-0.5000325,-0.500002,-0.500003,-0.500002,-0.499235,-0.500002,-0.0033635,-0.500001,-0.500003,-0.005693,-0.5024635,-0.500004,-0.5000165,-0.5,-0.0008895,-0.0006435,-0.001231,-0.5000295,-0.000237,-0.523445,-0.500013,-0.500001,-0.50001,-0.0015485,-0.011085,-0.499603,-0.5000205,-0.001459,-0.0010435,-0.0006065,-0.4982495,-0.5000015,-0.500002,-106.75,2
